index,Слово,Часть речи,Род,Число,Падеж,Ударение
839,сажени,сущ,жен,мн,0,4
840,пьянчужки,сущ,жен,мн,0,3
841,бородавки,сущ,жен,мн,0,6
842,зависти,сущ,жен,мн,0,2
843,нерпы,сущ,жен,мн,0,2
844,пустынности,сущ,жен,мн,0,2
845,майки,сущ,жен,мн,0,2
846,стасовны,сущ,жен,мн,0,3
847,дочери,сущ,жен,мн,0,2
848,строптивости,сущ,жен,мн,0,4
849,подмены,сущ,жен,мн,0,2
850,пульсации,сущ,жен,мн,0,2
851,вторичности,сущ,жен,мн,0,3
852,мойки,сущ,жен,мн,0,2
853,экзальтации,сущ,жен,мн,0,8
854,кочерыжки,сущ,жен,мн,0,6
855,бурёнки,сущ,жен,мн,0,4
856,скульптуры,сущ,жен,мн,0,8
857,сотые,сущ,жен,мн,0,2
858,джонниевны,сущ,жен,мн,0,3
859,скученности,сущ,жен,мн,0,3
860,боны,сущ,жен,мн,0,2
861,ложбины,сущ,жен,мн,0,2
862,реальности,сущ,жен,мн,0,3
863,гелиевны,сущ,жен,мн,0,2
864,личности,сущ,жен,мн,0,2
865,транскриптазы,сущ,жен,мн,0,3
866,невменяемости,сущ,жен,мн,0,2
867,закалки,сущ,жен,мн,0,4
868,софьи,сущ,жен,мн,0,2
869,саркомы,сущ,жен,мн,0,2
870,буксировки,сущ,жен,мн,0,2
871,дочки,сущ,жен,мн,0,2
872,родни,сущ,жен,мн,0,5
873,тушёнки,сущ,жен,мн,0,4
874,перестраховки,сущ,жен,мн,0,2
875,погорелицы,сущ,жен,мн,0,2
876,гребли,сущ,жен,мн,0,3
877,мышеловки,сущ,жен,мн,0,6
878,повязки,сущ,жен,мн,0,4
879,систематизации,сущ,жен,мн,0,11
880,бомбочки,сущ,жен,мн,0,2
881,радиации,сущ,жен,мн,0,2
882,картошки,сущ,жен,мн,0,5
883,репрезентации,сущ,жен,мн,0,2
884,еврооблигации,сущ,жен,мн,0,1
885,уильямсовны,сущ,жен,мн,0,1
886,наяды,сущ,жен,мн,0,2
887,урны,сущ,жен,мн,0,1
888,писательницы,сущ,жен,мн,0,4
889,площадки,сущ,жен,мн,0,5
890,регенерации,сущ,жен,мн,0,2
891,разминки,сущ,жен,мн,0,5
892,диверсификации,сущ,жен,мн,0,2
893,суши,сущ,жен,мн,0,2
894,указки,сущ,жен,мн,0,3
895,мартышки,сущ,жен,мн,0,5
896,сверхтекучести,сущ,жен,мн,0,3
897,наперсницы,сущ,жен,мн,0,2
898,преступности,сущ,жен,мн,0,6
899,отчуждённости,сущ,жен,мн,0,1
900,берты,сущ,жен,мн,0,2
901,условности,сущ,жен,мн,0,4
902,приязни,сущ,жен,мн,0,3
903,колибри,сущ,жен,мн,0,4
904,неоднородности,сущ,жен,мн,0,2
905,хомовны,сущ,жен,мн,0,2
906,верхушки,сущ,жен,мн,0,2
907,стрекозы,сущ,жен,мн,0,6
908,депутации,сущ,жен,мн,0,2
909,бездны,сущ,жен,мн,0,2
910,физиономии,сущ,жен,мн,0,7
911,телебашни,сущ,жен,мн,0,6
912,беспредельности,сущ,жен,мн,0,8
913,реформации,сущ,жен,мн,0,7
914,слежки,сущ,жен,мн,0,3
915,хирургии,сущ,жен,мн,0,2
916,кооперации,сущ,жен,мн,0,2
917,всхожести,сущ,жен,мн,0,4
918,оглядки,сущ,жен,мн,0,4
919,телекамеры,сущ,жен,мн,0,2
920,рпц,сущ,жен,мн,0,-1
921,репы,сущ,жен,мн,0,2
922,компенсации,сущ,жен,мн,0,8
923,сигнатуры,сущ,жен,мн,0,2
924,корректности,сущ,жен,мн,0,2
925,виновности,сущ,жен,мн,0,4
926,клавы,сущ,жен,мн,0,3
927,окраины,сущ,жен,мн,0,4
928,галеры,сущ,жен,мн,0,2
929,пылкости,сущ,жен,мн,0,2
930,белоручки,сущ,жен,мн,0,6
931,сласти,сущ,жен,мн,0,3
932,гавриловны,сущ,жен,мн,0,2
933,рекреации,сущ,жен,мн,0,2
934,кавычки,сущ,жен,мн,0,4
935,потребности,сущ,жен,мн,0,5
936,зарубки,сущ,жен,мн,0,4
937,жизнестойкости,сущ,жен,мн,0,2
938,провинциальности,сущ,жен,мн,0,3
939,иллюминации,сущ,жен,мн,0,8
940,усмешки,сущ,жен,мн,0,4
941,урологии,сущ,жен,мн,0,1
942,несдержанности,сущ,жен,мн,0,2
943,столешницы,сущ,жен,мн,0,3
944,ритмики,сущ,жен,мн,0,2
945,инспекторши,сущ,жен,мн,0,1
946,фугаски,сущ,жен,мн,0,2
947,взвеси,сущ,жен,мн,0,4
948,крайности,сущ,жен,мн,0,3
949,скамьи,сущ,жен,мн,0,6
950,яблоньки,сущ,жен,мн,0,1
951,защитницы,сущ,жен,мн,0,2
952,богородицы,сущ,жен,мн,0,6
953,боеголовки,сущ,жен,мн,0,2
954,котловины,сущ,жен,мн,0,2
955,соски,сущ,жен,мн,0,5
956,клади,сущ,жен,мн,0,5
957,икебаны,сущ,жен,мн,0,1
958,хорды,сущ,жен,мн,0,2
959,хранительницы,сущ,жен,мн,0,3
960,зажигалки,сущ,жен,мн,0,6
961,финки,сущ,жен,мн,0,2
962,шахты,сущ,жен,мн,0,2
963,улички,сущ,жен,мн,0,1
964,кристиановны,сущ,жен,мн,0,3
965,переклички,сущ,жен,мн,0,7
966,матрицы,сущ,жен,мн,0,2
967,перфокарты,сущ,жен,мн,0,2
968,шапки,сущ,жен,мн,0,2
969,антониовны,сущ,жен,мн,0,1
970,динго,сущ,жен,мн,0,2
971,рок-группы,сущ,жен,мн,0,
972,шарлотты,сущ,жен,мн,0,2
973,инвестиции,сущ,жен,мн,0,7
974,дизентерии,сущ,жен,мн,0,2
975,тщательности,сущ,жен,мн,0,3
976,клиники,сущ,жен,мн,0,3
977,синхронии,сущ,жен,мн,0,2
978,необратимости,сущ,жен,мн,0,2
979,географии,сущ,жен,мн,0,6
980,щепы,сущ,жен,мн,0,2
981,гравировки,сущ,жен,мн,0,3
982,думки,сущ,жен,мн,0,2
983,хвои,сущ,жен,мн,0,3
984,хитрюги,сущ,жен,мн,0,2
985,кабины,сущ,жен,мн,0,4
986,раисы,сущ,жен,мн,0,3
987,христианизации,сущ,жен,мн,0,3
988,игоревны,сущ,жен,мн,0,1
989,миски,сущ,жен,мн,0,2
990,родионовны,сущ,жен,мн,0,2
991,технички,сущ,жен,мн,0,2
992,инсценировки,сущ,жен,мн,0,1
993,теплотрассы,сущ,жен,мн,0,2
994,джимовны,сущ,жен,мн,0,3
995,буффонады,сущ,жен,мн,0,2
996,гардины,сущ,жен,мн,0,5
997,туристки,сущ,жен,мн,0,4
998,авиалинии,сущ,жен,мн,0,1
999,славиковны,сущ,жен,мн,0,3
1000,акации,сущ,жен,мн,0,3
1001,подставы,сущ,жен,мн,0,2
1002,неосведомлённости,сущ,жен,мн,0,2
1003,квашни,сущ,жен,мн,0,3
1004,вывозки,сущ,жен,мн,0,2
1005,полуторки,сущ,жен,мн,0,2
1006,впадинки,сущ,жен,мн,0,3
1007,дойки,сущ,жен,мн,0,2
1008,дикости,сущ,жен,мн,0,2
1009,мамки,сущ,жен,мн,0,2
1010,лампы,сущ,жен,мн,0,2
1011,дудки,сущ,жен,мн,0,2
1012,джонсоновны,сущ,жен,мн,0,3
1013,разведчицы,сущ,жен,мн,0,2
1014,виноватости,сущ,жен,мн,0,2
1015,капли,сущ,жен,мн,0,2
1016,эмульсии,сущ,жен,мн,0,3
1017,ос,сущ,жен,мн,0,1
1018,территории,сущ,жен,мн,0,7
1019,противоракеты,сущ,жен,мн,0,3
1020,мрази,сущ,жен,мн,0,3
1021,плазмиды,сущ,жен,мн,0,3
1022,ремарки,сущ,жен,мн,0,4
1023,официальности,сущ,жен,мн,0,1
1024,спелости,сущ,жен,мн,0,3
1025,лаборатории,сущ,жен,мн,0,8
1026,пиротехники,сущ,жен,мн,0,2
1027,косности,сущ,жен,мн,0,2
1028,абсолютности,сущ,жен,мн,0,1
1029,добропорядочности,сущ,жен,мн,0,2
1030,планетки,сущ,жен,мн,0,3
1031,посуды,сущ,жен,мн,0,4
1032,мимолётности,сущ,жен,мн,0,2
1033,миляги,сущ,жен,мн,0,2
1034,бабки,сущ,жен,мн,0,2
1035,подачки,сущ,жен,мн,0,4
1036,шушеры,сущ,жен,мн,0,2
1037,эмансипации,сущ,жен,мн,0,8
1038,селитры,сущ,жен,мн,0,2
1039,втулки,сущ,жен,мн,0,3
1040,дряхлости,сущ,жен,мн,0,3
1041,фуги,сущ,жен,мн,0,2
1042,мультипликации,сущ,жен,мн,0,11
1043,биологии,сущ,жен,мн,0,5
1044,стереотрубы,сущ,жен,мн,0,3
1045,распутицы,сущ,жен,мн,0,2
1046,незавершённости,сущ,жен,мн,0,2
1047,щетины,сущ,жен,мн,0,4
1048,радиоэлектроники,сущ,жен,мн,0,2
1049,подагры,сущ,жен,мн,0,2
1050,клаустрофобии,сущ,жен,мн,0,3
1051,аритмии,сущ,жен,мн,0,1
1052,мощности,сущ,жен,мн,0,2
1053,кровожадности,сущ,жен,мн,0,3
1054,мессы,сущ,жен,мн,0,2
1055,канифоли,сущ,жен,мн,0,2
1056,гостиницы,сущ,жен,мн,0,5
1057,подпалины,сущ,жен,мн,0,2
1058,компактности,сущ,жен,мн,0,2
1059,инженерии,сущ,жен,мн,0,1
1060,агитки,сущ,жен,мн,0,1
1061,жёрдочки,сущ,жен,мн,0,2
1062,патриковны,сущ,жен,мн,0,2
1063,фигни,сущ,жен,мн,0,2
1064,большевички,сущ,жен,мн,0,2
1065,телепередачи,сущ,жен,мн,0,10
1066,девахи,сущ,жен,мн,0,2
1067,организованности,сущ,жен,мн,0,8
1068,форели,сущ,жен,мн,0,2
1069,мести,сущ,жен,мн,0,5
1070,сосенки,сущ,жен,мн,0,2
1071,колхозницы,сущ,жен,мн,0,5
1072,копейки,сущ,жен,мн,0,4
1073,посылки,сущ,жен,мн,0,4
1074,облавы,сущ,жен,мн,0,1
1075,статистики,сущ,жен,мн,0,3
1076,пантеры,сущ,жен,мн,0,2
1077,бесполезности,сущ,жен,мн,0,7
1078,владычицы,сущ,жен,мн,0,3
1079,ощупи,сущ,жен,мн,0,1
1080,босоножки,сущ,жен,мн,0,6
1081,лыжи,сущ,жен,мн,0,2
1082,мертвецкие,сущ,жен,мн,0,2
1083,зверюшки,сущ,жен,мн,0,5
1084,сметы,сущ,жен,мн,0,3
1085,ватрушки,сущ,жен,мн,0,5
1086,ремовны,сущ,жен,мн,0,2
1087,папахи,сущ,жен,мн,0,2
1088,маковки,сущ,жен,мн,0,2
1089,выучки,сущ,жен,мн,0,2
1090,куклы,сущ,жен,мн,0,5
1091,последовательности,сущ,жен,мн,0,5
1092,лактации,сущ,жен,мн,0,5
1093,зазывалы,сущ,жен,мн,0,2
1094,фруктозы,сущ,жен,мн,0,3
1095,музыки,сущ,жен,мн,0,2
1096,владовны,сущ,жен,мн,0,3
1097,акцентуации,сущ,жен,мн,0,1
1098,замши,сущ,жен,мн,0,2
1099,злобы,сущ,жен,мн,0,3
1100,галиматьи,сущ,жен,мн,0,2
1101,выдержки,сущ,жен,мн,0,2
1102,наработки,сущ,жен,мн,0,6
1103,ученицы,сущ,жен,мн,0,5
1104,супруги,сущ,жен,мн,0,5
1105,стенки,сущ,жен,мн,0,3
1106,перепонки,сущ,жен,мн,0,6
1107,панны,сущ,жен,мн,0,2
1108,непреклонности,сущ,жен,мн,0,2
1109,афиши,сущ,жен,мн,0,3
1110,адсорбции,сущ,жен,мн,0,1
1111,асимметрии,сущ,жен,мн,0,1
1112,барбары,сущ,жен,мн,0,2
1113,простуды,сущ,жен,мн,0,6
1114,галлюцинации,сущ,жен,мн,0,2
1115,цезуры,сущ,жен,мн,0,2
1116,залы,сущ,жен,мн,0,2
1117,фрустрации,сущ,жен,мн,0,7
1118,победы,сущ,жен,мн,0,4
1119,анри,сущ,жен,мн,0,1
1120,жрицы,сущ,жен,мн,0,5
1121,индульгенции,сущ,жен,мн,0,1
1122,массажистки,сущ,жен,мн,0,2
1123,непонятливости,сущ,жен,мн,0,6
1124,костяшки,сущ,жен,мн,0,5
1125,буровые,сущ,жен,мн,0,2
1126,микроструктуры,сущ,жен,мн,0,2
1127,мирры,сущ,жен,мн,0,2
1128,водомерки,сущ,жен,мн,0,2
1129,телесности,сущ,жен,мн,0,2
1130,пасти,сущ,жен,мн,0,5
1131,горошины,сущ,жен,мн,0,4
1132,представительницы,сущ,жен,мн,0,9
1133,забияки,сущ,жен,мн,0,5
1134,ричардовны,сущ,жен,мн,0,2
1135,активности,сущ,жен,мн,0,4
1136,просфоры,сущ,жен,мн,0,3
1137,платёжеспособности,сущ,жен,мн,0,3
1138,житухи,сущ,жен,мн,0,2
1139,кошмы,сущ,жен,мн,0,2
1140,лихвы,сущ,жен,мн,0,2
1141,ошибочки,сущ,жен,мн,0,3
1142,камарильи,сущ,жен,мн,0,2
1143,рецензии,сущ,жен,мн,0,2
1144,портьеры,сущ,жен,мн,0,6
1145,салями,сущ,жен,мн,0,4
1146,папочки,сущ,жен,мн,0,2
1147,дискеты,сущ,жен,мн,0,5
1148,зяби,сущ,жен,мн,0,2
1149,очевидности,сущ,жен,мн,0,5
1150,пики,сущ,жен,мн,0,2
1151,куртки,сущ,жен,мн,0,6
1152,койки,сущ,жен,мн,0,2
1153,нелёгкие,сущ,жен,мн,0,4
1154,гладкости,сущ,жен,мн,0,3
1155,бесхозяйственности,сущ,жен,мн,0,2
1156,плотины,сущ,жен,мн,0,5
1157,отставки,сущ,жен,мн,0,5
1158,спутницы,сущ,жен,мн,0,3
1159,магометовны,сущ,жен,мн,0,2
1160,простушки,сущ,жен,мн,0,3
1161,заварушки,сущ,жен,мн,0,2
1162,синкопы,сущ,жен,мн,0,2
